Formula,FW,DSSTox_CID,SR-HSE,ID,SMILES,Molecule,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
C46H56N4O10,824.9576,12278,0.0,NCGC00263543-01,CC[C@]1(O)C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001199A471E00>,0.0,,0.0,,,,,,,1.0,
C21H32O3,332.477,3794,1.0,NCGC00263581-01,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,<rdkit.Chem.rdchem.Mol object at 0x000001199A471EE0>,1.0,1.0,,1.0,0.0,,1.0,,,0.0,1.0
C9H5Cl2NO,214.0481,2801,1.0,NCGC00095264-04,Oc1c(Cl)cc(Cl)c2cccnc12,<rdkit.Chem.rdchem.Mol object at 0x000001199A471FC0>,0.0,,,,1.0,1.0,,0.0,1.0,1.0,
C33H38N2O8,590.6634,31604,0.0,NCGC00253604-01,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H]1OC,<rdkit.Chem.rdchem.Mol object at 0x000001199A4720A0>,,,,,,,,,,,
C17H17NO2,267.3224,2614,,NCGC00025349-05,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,<rdkit.Chem.rdchem.Mol object at 0x000001199A472180>,0.0,1.0,,0.0,1.0,,,0.0,0.0,0.0,0.0
C32H37NO12,627.6357,26755,0.0,NCGC00344543-01,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,<rdkit.Chem.rdchem.Mol object at 0x000001199A472260>,,,,,,,,,,,
C21H26ClN3OS,403.9686,3441,0.0,NCGC00015826-13,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001199A472340>,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0
C9H6N2O3,190.1555,26284,1.0,NCGC00160664-03,O=[N+]([O-])c1ccc(O)c2ncccc12,<rdkit.Chem.rdchem.Mol object at 0x000001199A472420>,0.0,,,0.0,1.0,1.0,,0.0,,0.0,0.0
C18H16Cl3N3O4,444.6963,5226,1.0,NCGC00018258-10,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,<rdkit.Chem.rdchem.Mol object at 0x000001199A472500>,0.0,0.0,1.0,,1.0,,0.0,0.0,,0.0,
C20H28O,284.4357,1478,,NCGC00179676-03,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x000001199A472650>,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
C21H46NO4P,407.568,25942,0.0,NCGC00095169-05,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001199A4727A0>,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
C20H17Cl3N2O2,423.7202,31607,1.0,NCGC00249921-01,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A472880>,,,,,,,,,,,
C23H31NO3,369.4971,26922,,NCGC00344561-01,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,<rdkit.Chem.rdchem.Mol object at 0x000001199A472960>,1.0,0.0,,1.0,,,1.0,,1.0,0.0,1.0
C22H26ClN7O2S,488.0055,20979,0.0,NCGC00181129-06,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,<rdkit.Chem.rdchem.Mol object at 0x000001199A472A40>,0.0,,,0.0,,,,,0.0,,
C25H34N2O3,410.5491,25958,0.0,NCGC00095196-06,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,<rdkit.Chem.rdchem.Mol object at 0x000001199A472B90>,,,,,,,,,,,
C20H25NOS,327.4836,3660,,NCGC00159449-04,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A472CE0>,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0
C22H25ClN2O8,480.8955,25405,0.0,NCGC00161602-06,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199A472DC0>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22H25ClN2O8,480.8955,1321,0.0,NCGC00017323-08,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199A472EA0>,,,,,,,,,,,
C7H7ClF3NS,229.6504,31681,1.0,NCGC00262926-01,Cl.Nc1cc(C(F)(F)F)ccc1S,<rdkit.Chem.rdchem.Mol object at 0x000001199A472F80>,,,,,,,,,,,
C22H28ClN3O4,433.9284,25324,0.0,NCGC00166142-04,Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A473060>,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
C24H29ClN2O5,460.9505,25922,1.0,NCGC00165740-05,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199A473140>,,,,,,,,,,,
C13H6Cl6O2,406.9035,690,1.0,NCGC00091195-08,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199A473290>,0.0,,,0.0,0.0,1.0,,1.0,1.0,0.0,0.0
C19H11Cl2I2NO3,626.0105,26227,1.0,NCGC00160556-02,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,<rdkit.Chem.rdchem.Mol object at 0x000001199A473370>,0.0,,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,
C12H7Cl3O2,289.5418,12498,1.0,NCGC00159417-05,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199A4734C0>,0.0,,,,,1.0,,1.0,,0.0,
C13H9Cl3N2O,315.5824,6214,0.0,NCGC00164034-05,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001199A4735A0>,0.0,1.0,,0.0,1.0,1.0,,,1.0,0.0,0.0
C23H31Cl2NO3,440.4031,26458,0.0,NCGC00164581-02,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,<rdkit.Chem.rdchem.Mol object at 0x000001199A473680>,,,,,,,,,,,
C18H19ClN4,326.8233,2855,0.0,NCGC00015254-20,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001199A473760>,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0
C18H23NO,269.3813,25663,0.0,NCGC00024778-02,CNCCCCOc1ccccc1Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A473840>,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0
C29H40N2O4,480.6389,2980,0.0,NCGC00024379-16,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,<rdkit.Chem.rdchem.Mol object at 0x000001199A473920>,0.0,,1.0,0.0,0.0,,,,0.0,,
C15H18N4O5,334.3272,898,0.0,NCGC00163468-05,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001199A473A00>,0.0,,,0.0,0.0,0.0,,,1.0,0.0,0.0
C20H22N8O5,454.4393,822,0.0,NCGC00025060-15,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A473AE0>,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
C53H66N4O20,1079.1059,27802,0.0,NCGC00263568-01,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199A473C30>,,,,,,,,,,,
C17H20O6,320.3371,21070,0.0,NCGC00016786-15,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,<rdkit.Chem.rdchem.Mol object at 0x000001199A473D10>,0.0,,,,,,,,1.0,0.0,
C17H17ClO6,352.7663,674,0.0,NCGC00091120-13,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,<rdkit.Chem.rdchem.Mol object at 0x000001199A473DF0>,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
C15H23NO4,281.3474,4882,0.0,NCGC00169964-05,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,<rdkit.Chem.rdchem.Mol object at 0x000001199A473F40>,0.0,,1.0,0.0,0.0,,,,1.0,,0.0
C21H21ClN4OS,412.9356,3753,,NCGC00263539-01,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,<rdkit.Chem.rdchem.Mol object at 0x000001199A488120>,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C27H30N4O,426.5533,25181,0.0,NCGC00015774-06,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001199A488200>,0.0,,,0.0,,,0.0,,0.0,,0.0
C24H28N2O3,392.4907,25176,0.0,NCGC00015718-12,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001199A488350>,0.0,,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0
C10H7Br2NO,316.9767,26235,1.0,NCGC00160566-02,Cc1ccc2c(Br)cc(Br)c(O)c2n1,<rdkit.Chem.rdchem.Mol object at 0x000001199A488430>,0.0,,0.0,0.0,1.0,1.0,,,,1.0,0.0
C12H6Cl4O3S,372.0512,26225,1.0,NCGC00160554-02,O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,<rdkit.Chem.rdchem.Mol object at 0x000001199A488510>,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0
C26H29NO2,387.514,2384,,NCGC00258497-01,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A4885F0>,0.0,,1.0,,,,,,,,
C66H68CaF2N4O10,1155.3417,24303,0.0,NCGC00159458-05,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],<rdkit.Chem.rdchem.Mol object at 0x000001199A488740>,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
C15H9BrO2,301.1348,26244,0.0,NCGC00160590-03,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A488820>,,,,,,,,,,,
C24H34O4,386.5244,5527,0.0,NCGC00263480-01,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x000001199A488900>,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
C21H32O2,316.4776,16541,0.0,NCGC00163125-06,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x000001199A4889E0>,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C20H25N3O,323.432,7522,0.0,NCGC00164139-03,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001199A488AC0>,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C25H38O5,418.5662,3581,,NCGC00017324-07,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,<rdkit.Chem.rdchem.Mol object at 0x000001199A488BA0>,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
C37H48N6O5S2,720.9442,28553,0.0,NCGC00159462-04,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,<rdkit.Chem.rdchem.Mol object at 0x000001199A488C80>,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0
C16H16N2O3S,316.3748,28576,0.0,NCGC00182059-03,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199A488D60>,1.0,,,0.0,1.0,,,0.0,0.0,1.0,
C24H34N2O,366.5396,2663,0.0,NCGC00015155-11,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001199A488E40>,0.0,,,0.0,0.0,,0.0,0.0,,,0.0
C23H30O3,354.4825,3036,1.0,NCGC00167500-02,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,<rdkit.Chem.rdchem.Mol object at 0x000001199A488F20>,,,,,,,,,,,
C24H27NO2,361.4767,5299,0.0,NCGC00091585-05,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A489070>,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
C21H23Cl2N3O,404.3328,28972,0.0,NCGC00182850-02,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,<rdkit.Chem.rdchem.Mol object at 0x000001199A489150>,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
C17H20ClN,273.8004,31411,0.0,NCGC00262942-01,CCC(CN)=C(c1ccccc1)c1ccccc1.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199A489230>,,,,,,,,,,,
C20H25Cl2NO,366.3246,25413,0.0,NCGC00178069-05,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A489310>,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
C21H21Cl2NO5,438.3011,28887,0.0,NCGC00250401-02,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199A4893F0>,0.0,,,0.0,0.0,,,,0.0,0.0,
C19H24ClNO3,349.8518,28558,,NCGC00182060-03,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199A489540>,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
C19H21ClF3NO2,387.8237,25854,,NCGC00178369-05,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199A489690>,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
C22H30Cl2N10,505.4466,13314,0.0,NCGC00016246-09,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A489770>,1.0,1.0,,0.0,0.0,,,0.0,,0.0,
C21H23NO,305.4134,31416,0.0,NCGC00253658-01,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A4898C0>,,,,,,,,,,,
C19H29N3O2,331.4525,26385,0.0,NCGC00164483-03,Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001199A4899A0>,,,,,,,,,,,
C22H26N2O2,350.454,26137,0.0,NCGC00160412-04,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001199A489A80>,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0
C22H22O8,414.4053,25645,0.0,NCGC00022001-13,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x000001199A489B60>,0.0,,0.0,,1.0,1.0,0.0,,0.0,1.0,
C33H40N2O9,608.6787,1237,0.0,NCGC00091250-12,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,<rdkit.Chem.rdchem.Mol object at 0x000001199A489C40>,0.0,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0
C32H37NO13,643.6351,31408,0.0,NCGC00319019-01,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1,<rdkit.Chem.rdchem.Mol object at 0x000001199A489D20>,,,,,,,,,,,
C30H35N7O4S,589.7084,20502,0.0,NCGC00159456-11,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,<rdkit.Chem.rdchem.Mol object at 0x000001199A489E00>,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,,0.0
C24H29N5O8S,547.5808,25598,0.0,NCGC00018158-09,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199A489EE0>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H4Cl2F6N4OS,437.1478,14609,0.0,NCGC00094574-15,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x000001199A489FC0>,0.0,1.0,,0.0,0.0,,,0.0,,0.0,0.0
C21H24FN3O2S,401.4976,31637,0.0,NCGC00262950-01,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,<rdkit.Chem.rdchem.Mol object at 0x000001199A48A110>,,,,,,,,,,,
C17H12I2O3,518.0843,26134,1.0,NCGC00160408-03,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,<rdkit.Chem.rdchem.Mol object at 0x000001199A48A260>,0.0,,,0.0,0.0,1.0,,1.0,1.0,,0.0
C11H12I3NO2,570.9319,3159,0.0,NCGC00095082-06,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199A48A340>,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17H14F3N3O2S,381.3722,2777,0.0,NCGC00091455-09,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A48A420>,0.0,1.0,,1.0,0.0,,1.0,0.0,0.0,0.0,0.0
C23H32N4O4,428.5246,31391,0.0,NCGC00319023-02,CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O,<rdkit.Chem.rdchem.Mol object at 0x000001199A48A570>,,,,,,,,,,,
C21H23NO3,337.4122,26285,,NCGC00160665-02,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2,<rdkit.Chem.rdchem.Mol object at 0x000001199A48A6C0>,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
C20H38N4O4,398.5401,31417,,NCGC00249916-01,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x000001199A48A7A0>,,0.0,,,,,,,,,
C13H11N3O2,241.2453,26272,,NCGC00160648-02,O=C(N/N=C/c1ccccc1O)c1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A48A880>,0.0,0.0,,,1.0,,,,,1.0,0.0
C14H20N2O3,264.3202,21133,0.0,NCGC00168085-05,O=C(CCCCCCC(=O)Nc1ccccc1)NO,<rdkit.Chem.rdchem.Mol object at 0x000001199A48A960>,0.0,,,0.0,0.0,0.0,,0.0,1.0,1.0,
C13H13N3O,227.2618,26114,0.0,NCGC00160373-02,Nc1ccc(C(=O)Nc2ccccc2N)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A48AA40>,1.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,
C40H50N4O6S2,746.9782,25560,0.0,NCGC00178737-05,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)[C@@H](O)[C@@H](O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199A48AB20>,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
C21H15N3O4,373.3615,28522,0.0,NCGC00263572-01,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199A48AC00>,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
C14H23N3O10,393.3465,3434,0.0,NCGC00015360-08,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199A48ACE0>,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0
C12H15N3O2S,265.3314,2563,1.0,NCGC00016876-12,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001199A48AE30>,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
C25H29N3O2,403.5167,22584,0.0,NCGC00017257-14,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,<rdkit.Chem.rdchem.Mol object at 0x000001199A48AF10>,0.0,,,0.0,,,,,0.0,0.0,0.0
C19H22N2O,294.3908,25119,0.0,NCGC00262533-02,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,<rdkit.Chem.rdchem.Mol object at 0x000001199A48B060>,0.0,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C24H30O3,366.4932,26465,0.0,NCGC00164590-02,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001199A48B140>,1.0,,0.0,0.0,0.0,,,,0.0,0.0,1.0
C26H28N4O2,428.5261,26091,0.0,NCGC00159544-03,CC1(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)OCc2ccccc2-n2cccc21,<rdkit.Chem.rdchem.Mol object at 0x000001199A48B220>,0.0,,1.0,0.0,0.0,,,,0.0,,0.0
C10H12O4,196.1999,21752,0.0,NCGC00025212-08,C[C@@]12C(=O)OC(=O)[C@]1(C)C1CCC2O1,<rdkit.Chem.rdchem.Mol object at 0x000001199A48B370>,0.0,,,0.0,,1.0,,1.0,1.0,1.0,
C21H26O2,310.4299,26478,0.0,NCGC00263565-01,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,<rdkit.Chem.rdchem.Mol object at 0x000001199A48B450>,1.0,,,1.0,0.0,,1.0,0.0,0.0,0.0,1.0
C14H16Cl2N2O5S,395.2582,14662,1.0,NCGC00163778-09,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199A48B530>,0.0,,1.0,0.0,,,,0.0,0.0,0.0,
C46H60N4O13S,909.0526,27831,1.0,NCGC00263548-01,CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199A48B610>,0.0,1.0,,,0.0,1.0,,,1.0,1.0,
C13H8F2O3,250.1976,2932,0.0,NCGC00016765-09,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x000001199A48B6F0>,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,
C22H16O8,408.3576,31560,0.0,NCGC00253742-01,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,<rdkit.Chem.rdchem.Mol object at 0x000001199A48B7D0>,,,,,,,,,,,
C16H16N6O,308.3378,28611,0.0,NCGC00188346-02,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,<rdkit.Chem.rdchem.Mol object at 0x000001199A48B920>,0.0,,,0.0,1.0,0.0,,,,1.0,
